id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration 
2954722,ST5,2018-04-10 18:00:00,58.0,62.0,23.4,,,
2954723,RB7,2018-04-10 18:00:00,62.0,63.4,17.3,,,
2954724,TD5,2018-04-10 18:00:00,57.0,,,,,
2954762,CD1,2018-04-10 19:00:00,42.2,44.2,22.3,,,
2954763,BL0,2018-04-10 19:00:00,47.2,48.5,27.2,,,
2954764,GR4,2018-04-10 19:00:00,45.8,53.7,18.5,,,
2954765,MY7,2018-04-10 19:00:00,50.3,44.1,,,,
2954766,HV1,2018-04-10 19:00:00,49.6,47.9,17.2,,,
2954767,GN3,2018-04-10 19:00:00,59.8,57.5,24.9,,,
2954768,GR9,2018-04-10 19:00:00,52.1,52.6,30.5,,,
2954769,LW2,2018-04-10 19:00:00,47.1,49.3,37.2,,,
2954770,GN0,2018-04-10 19:00:00,57.7,46.4,28.1,,,
2954771,KF1,2018-04-10 19:00:00,35.4,38.4,,,,
2954772,CD9,2018-04-10 19:00:00,41.2,41.9,44.3,,,
2954773,CT3,2018-04-10 19:00:00,,,,,,
2954774,CT2,2018-04-10 19:00:00,58.0,,,,,
2954775,BX9,2018-04-10 19:00:00,51.5,,,,,
2954776,BX1,2018-04-10 19:00:00,,,24.7,,,
2954777,TH4,2018-04-10 19:00:00,52.7,57.6,41.7,,,
2954778,ST5,2018-04-10 19:00:00,54.0,52.0,22.4,,,
2954779,RB7,2018-04-10 19:00:00,57.0,50.4,20.6,,,
2954780,TD5,2018-04-10 19:00:00,50.2,,,,,
2954818,CD1,2018-04-10 20:00:00,41.5,43.7,33.1,,,
2954819,BL0,2018-04-10 20:00:00,36.2,38.4,29.1,,,
2954820,GR4,2018-04-10 20:00:00,43.6,46.5,26.4,,,
2954821,MY7,2018-04-10 20:00:00,41.2,44.4,,,,
2954822,HV1,2018-04-10 20:00:00,45.7,45.9,27.9,,,
2954823,GN3,2018-04-10 20:00:00,51.2,53.1,33.3,,,
2954824,GR9,2018-04-10 20:00:00,49.1,54.1,36.7,,,
2954825,LW2,2018-04-10 20:00:00,49.0,46.6,50.6,,,
2954826,GN0,2018-04-10 20:00:00,53.7,44.3,39.5,,,
2954827,KF1,2018-04-10 20:00:00,33.1,35.6,,,,
2954828,CD9,2018-04-10 20:00:00,39.3,39.5,52.1,,,
2954829,CT3,2018-04-10 20:00:00,,,,,,
2954830,CT2,2018-04-10 20:00:00,57.0,,,,,
2954831,BX9,2018-04-10 20:00:00,51.3,,,,,
2954832,BX1,2018-04-10 20:00:00,,,34.4,,,
2954833,TH4,2018-04-10 20:00:00,49.3,59.9,49.2,,,
2954834,ST5,2018-04-10 20:00:00,48.0,44.0,27.7,,,
2954835,RB7,2018-04-10 20:00:00,54.0,55.8,23.9,,,
2954836,TD5,2018-04-10 20:00:00,39.4,,,,,
2954874,CD1,2018-04-10 21:00:00,45.0,43.8,53.6,,,
2954875,BL0,2018-04-10 21:00:00,41.3,44.9,40.5,,,
2954876,GR4,2018-04-10 21:00:00,44.5,45.6,27.6,,,
2954877,MY7,2018-04-10 21:00:00,40.9,42.8,,,,
2954878,HV1,2018-04-10 21:00:00,42.6,42.8,19.4,,,
2954879,GN3,2018-04-10 21:00:00,49.4,51.4,32.8,,,
2954880,GR9,2018-04-10 21:00:00,47.2,54.4,46.4,,,
2954881,LW2,2018-04-10 21:00:00,45.0,45.2,49.2,,,
2954882,GN0,2018-04-10 21:00:00,52.3,44.9,47.2,,,
2954883,KF1,2018-04-10 21:00:00,35.4,38.7,,,,
2954884,CD9,2018-04-10 21:00:00,36.4,36.5,50.7,,,
2954885,CT3,2018-04-10 21:00:00,,,,,,
2954886,CT2,2018-04-10 21:00:00,54.0,,,,,
2954887,BX9,2018-04-10 21:00:00,47.5,,,,,
2954888,BX1,2018-04-10 21:00:00,,,37.3,,,
2954889,TH4,2018-04-10 21:00:00,46.9,61.0,68.6,,,
2954890,ST5,2018-04-10 21:00:00,43.0,44.0,29.9,,,
2954891,RB7,2018-04-10 21:00:00,44.0,42.0,26.4,,,
2954892,TD5,2018-04-10 21:00:00,41.7,,,,,
2954930,CD1,2018-04-10 22:00:00,36.6,38.0,63.2,,,
2954931,BL0,2018-04-10 22:00:00,31.3,38.4,47.8,,,
2954932,GR4,2018-04-10 22:00:00,38.4,39.6,27.6,,,
2954933,MY7,2018-04-10 22:00:00,33.8,32.1,,,,
2954934,HV1,2018-04-10 22:00:00,44.2,43.1,15.4,,,
2954935,GN3,2018-04-10 22:00:00,42.4,46.0,27.0,,,
2954936,GR9,2018-04-10 22:00:00,34.3,39.0,43.0,,,
2954937,LW2,2018-04-10 22:00:00,35.9,39.0,44.6,,,
2954938,GN0,2018-04-10 22:00:00,43.7,37.7,50.7,,,
2954939,KF1,2018-04-10 22:00:00,,,,,,
2954940,CD9,2018-04-10 22:00:00,34.6,35.5,73.9,,,
2954941,CT3,2018-04-10 22:00:00,,,,,,
2954942,CT2,2018-04-10 22:00:00,41.0,,,,,
2954943,BX9,2018-04-10 22:00:00,43.5,,,,,
2954944,BX1,2018-04-10 22:00:00,,,30.9,,,
2954945,TH4,2018-04-10 22:00:00,36.9,49.0,57.2,,,
2954946,ST5,2018-04-10 22:00:00,34.0,36.0,38.7,,,
2954947,RB7,2018-04-10 22:00:00,47.0,45.8,29.0,,,
2954948,TD5,2018-04-10 22:00:00,36.5,,,,,
2954986,CD1,2018-04-10 23:00:00,38.9,43.7,50.7,,,
2954987,BL0,2018-04-10 23:00:00,34.3,42.4,45.3,,,
2954988,GR4,2018-04-10 23:00:00,41.8,45.3,17.3,,,
2954989,MY7,2018-04-10 23:00:00,33.0,42.3,,,,
2954990,HV1,2018-04-10 23:00:00,41.0,41.4,12.7,,,
2954991,GN3,2018-04-10 23:00:00,42.7,46.2,25.4,,,
2954992,GR9,2018-04-10 23:00:00,41.4,51.8,43.7,,,
2954993,LW2,2018-04-10 23:00:00,39.9,45.2,49.8,,,
2954994,GN0,2018-04-10 23:00:00,46.7,40.6,45.0,,,
2954995,KF1,2018-04-10 23:00:00,,,,,,
2954996,CD9,2018-04-10 23:00:00,37.1,39.7,71.7,,,
2954997,CT3,2018-04-10 23:00:00,,,,,,
2954998,CT2,2018-04-10 23:00:00,53.0,,,,,
2954999,BX9,2018-04-10 23:00:00,42.3,,,,,
2955000,BX1,2018-04-10 23:00:00,,,19.4,,,
2955001,TH4,2018-04-10 23:00:00,42.8,51.4,49.1,,,
2955002,ST5,2018-04-10 23:00:00,42.0,40.0,31.7,,,
2955003,RB7,2018-04-10 23:00:00,42.0,43.4,41.9,,,
2955004,TD5,2018-04-10 23:00:00,34.5,,,,,
2955006,CD1,2018-04-11 00:00:00,31.1,42.4,66.3,,,
2955007,BL0,2018-04-11 00:00:00,31.0,41.0,52.6,,,
2955008,GR4,2018-04-11 00:00:00,38.9,46.0,16.9,,,
2955009,MY7,2018-04-11 00:00:00,28.4,40.0,,,,
2955010,HV1,2018-04-11 00:00:00,45.0,46.8,11.5,,,
2955011,GN3,2018-04-11 00:00:00,39.4,47.0,21.1,,,
2955012,GR9,2018-04-11 00:00:00,41.7,47.8,46.7,,,
2955013,LW2,2018-04-11 00:00:00,37.5,47.2,54.4,,,
2955014,GN0,2018-04-11 00:00:00,44.3,42.9,47.0,,,
2955015,KF1,2018-04-11 00:00:00,,,,,,
2955016,CD9,2018-04-11 00:00:00,35.1,39.1,87.1,,,
2955017,CT3,2018-04-11 00:00:00,,,,,,
2955018,CT2,2018-04-11 00:00:00,50.0,,,,,
2955019,BX9,2018-04-11 00:00:00,42.0,,,,,
2955020,BX1,2018-04-11 00:00:00,,,21.0,,,
2955021,TH4,2018-04-11 00:00:00,35.2,48.1,45.4,,,
2955022,ST5,2018-04-11 00:00:00,48.0,49.0,31.4,,,
2955023,RB7,2018-04-11 00:00:00,36.0,32.4,34.3,,,
2955024,TD5,2018-04-11 00:00:00,36.1,,,,,
2955062,CD1,2018-04-11 01:00:00,,,,,,
2955063,BL0,2018-04-11 01:00:00,29.4,37.8,53.0,,,
2955064,GR4,2018-04-11 01:00:00,42.8,48.9,21.3,,,
2955065,MY7,2018-04-11 01:00:00,29.6,33.6,,,,
2955066,HV1,2018-04-11 01:00:00,40.7,44.2,13.8,,,
2955067,GN3,2018-04-11 01:00:00,41.3,46.7,21.7,,,
2955068,GR9,2018-04-11 01:00:00,41.9,50.1,55.0,,,
2955069,LW2,2018-04-11 01:00:00,30.1,36.4,51.7,,,
2955070,GN0,2018-04-11 01:00:00,42.3,39.3,45.1,,,
2955071,KF1,2018-04-11 01:00:00,,,,,,
2955072,CD9,2018-04-11 01:00:00,30.7,35.8,90.6,,,
2955073,CT3,2018-04-11 01:00:00,,,,,,
2955074,CT2,2018-04-11 01:00:00,40.0,,,,,
2955075,BX9,2018-04-11 01:00:00,45.6,,,,,
2955076,BX1,2018-04-11 01:00:00,,,21.2,,,
2955077,TH4,2018-04-11 01:00:00,34.3,41.7,48.5,,,
2955078,ST5,2018-04-11 01:00:00,49.0,49.0,30.4,,,
2955079,RB7,2018-04-11 01:00:00,29.0,26.4,26.5,,,
2955080,TD5,2018-04-11 01:00:00,37.8,,,,,
2955118,CD1,2018-04-11 02:00:00,28.7,35.9,63.8,,,
2955119,BL0,2018-04-11 02:00:00,26.7,37.1,45.9,,,
2955120,GR4,2018-04-11 02:00:00,50.3,63.6,20.6,,,
2955121,MY7,2018-04-11 02:00:00,24.4,33.3,,,,
2955122,HV1,2018-04-11 02:00:00,37.0,40.4,14.8,,,
2955123,GN3,2018-04-11 02:00:00,46.2,53.4,23.8,,,
2955124,GR9,2018-04-11 02:00:00,47.1,62.1,51.0,,,
2955125,LW2,2018-04-11 02:00:00,37.0,43.8,55.4,,,
2955126,GN0,2018-04-11 02:00:00,46.3,47.4,50.5,,,
2955127,KF1,2018-04-11 02:00:00,,,,,,
2955128,CD9,2018-04-11 02:00:00,33.6,54.9,87.9,,,
2955129,CT3,2018-04-11 02:00:00,,,,,,
2955130,CT2,2018-04-11 02:00:00,39.0,,,,,
2955131,BX9,2018-04-11 02:00:00,46.9,,,,,
2955132,BX1,2018-04-11 02:00:00,,,23.5,,,
2955133,TH4,2018-04-11 02:00:00,34.7,43.9,41.5,,,
2955134,ST5,2018-04-11 02:00:00,48.0,51.0,25.6,,,
2955135,RB7,2018-04-11 02:00:00,29.0,33.6,26.6,,,
2955136,TD5,2018-04-11 02:00:00,36.7,,,,,
2955174,CD1,2018-04-11 03:00:00,27.9,43.0,51.3,,,
2955175,BL0,2018-04-11 03:00:00,27.4,34.8,49.0,,,
2955176,GR4,2018-04-11 03:00:00,47.9,58.4,22.2,,,
2955177,MY7,2018-04-11 03:00:00,28.2,34.6,,,,
2955178,HV1,2018-04-11 03:00:00,30.8,34.2,15.7,,,
2955179,GN3,2018-04-11 03:00:00,42.1,50.4,25.4,,,
2955180,GR9,2018-04-11 03:00:00,45.5,58.8,47.2,,,
2955181,LW2,2018-04-11 03:00:00,36.6,50.2,59.1,,,
2955182,GN0,2018-04-11 03:00:00,47.4,43.2,49.0,,,
2955183,KF1,2018-04-11 03:00:00,,,,,,
2955184,CD9,2018-04-11 03:00:00,31.4,51.4,86.7,,,
2955185,CT3,2018-04-11 03:00:00,,,,,,
2955186,CT2,2018-04-11 03:00:00,35.0,,,,,
2955187,BX9,2018-04-11 03:00:00,47.0,,,,,
2955188,BX1,2018-04-11 03:00:00,,,21.1,,,
2955189,TH4,2018-04-11 03:00:00,34.7,53.9,46.8,,,
2955190,ST5,2018-04-11 03:00:00,49.0,56.0,30.3,,,
2955191,RB7,2018-04-11 03:00:00,31.0,33.4,32.2,,,
2955192,TD5,2018-04-11 03:00:00,36.5,,,,,
2955230,CD1,2018-04-11 04:00:00,34.9,45.5,74.5,,,
2955231,BL0,2018-04-11 04:00:00,28.9,36.7,46.9,,,
2955232,GR4,2018-04-11 03:00:00,47.9,58.4,22.2,,,
2955233,MY7,2018-04-11 04:00:00,28.2,36.2,,,,
2955234,HV1,2018-04-11 04:00:00,29.3,30.9,16.4,,,
2955235,GN3,2018-04-11 04:00:00,34.6,39.5,25.9,,,
2955236,GR9,2018-04-11 04:00:00,39.3,49.9,52.0,,,
2955237,LW2,2018-04-11 04:00:00,37.8,45.8,57.3,,,
2955238,GN0,2018-04-11 04:00:00,37.7,40.1,49.5,,,
2955239,KF1,2018-04-11 04:00:00,,,,,,
2955240,CD9,2018-04-11 04:00:00,29.3,53.1,73.8,,,
2955241,CT3,2018-04-11 04:00:00,,,,,,
2955242,CT2,2018-04-11 04:00:00,34.0,,,,,
2955243,BX9,2018-04-11 04:00:00,41.7,,,,,
2955244,BX1,2018-04-11 04:00:00,,,20.7,,,
2955245,TH4,2018-04-11 04:00:00,32.9,60.9,47.3,,,
2955246,ST5,2018-04-11 04:00:00,44.0,47.0,31.7,,,
2955247,RB7,2018-04-11 04:00:00,28.0,28.6,27.7,,,
2955248,TD5,2018-04-11 04:00:00,32.5,,,,,
2955286,CD1,2018-04-11 05:00:00,35.9,52.5,66.3,,,
2955287,BL0,2018-04-11 05:00:00,31.9,37.5,45.5,,,
2955288,GR4,2018-04-11 05:00:00,32.8,41.5,25.6,,,
2955289,MY7,2018-04-11 05:00:00,29.6,40.4,,,,
2955290,HV1,2018-04-11 05:00:00,30.2,30.3,18.0,,,
2955291,GN3,2018-04-11 05:00:00,29.9,33.8,25.9,,,
2955292,GR9,2018-04-11 05:00:00,37.0,49.3,56.9,,,
2955293,LW2,2018-04-11 05:00:00,29.2,37.7,55.9,,,
2955294,GN0,2018-04-11 05:00:00,29.2,33.3,49.0,,,
2955295,KF1,2018-04-11 05:00:00,,,,,,
2955296,CD9,2018-04-11 05:00:00,36.5,52.2,70.3,,,
2955297,CT3,2018-04-11 05:00:00,,,,,,
2955298,CT2,2018-04-11 05:00:00,35.0,,,,,
2955299,BX9,2018-04-11 05:00:00,32.4,,,,,
2955300,BX1,2018-04-11 05:00:00,,,18.7,,,
2955301,TH4,2018-04-11 05:00:00,31.1,53.9,57.8,,,
2955302,ST5,2018-04-11 05:00:00,39.0,39.0,31.8,,,
2955303,RB7,2018-04-11 05:00:00,29.0,31.2,30.3,,,
2955304,TD5,2018-04-11 05:00:00,37.5,,,,,
2955342,CD1,2018-04-11 06:00:00,40.6,55.5,74.6,,,
2955343,BL0,2018-04-11 06:00:00,,45.6,48.6,,,
2955344,GR4,2018-04-11 06:00:00,31.4,38.0,27.7,,,
2955345,MY7,2018-04-11 06:00:00,37.8,42.9,,,,
2955346,HV1,2018-04-11 06:00:00,26.8,28.4,19.3,,,
2955347,GN3,2018-04-11 06:00:00,33.4,37.4,25.9,,,
2955348,GR9,2018-04-11 06:00:00,30.7,41.0,51.4,,,
2955349,LW2,2018-04-11 06:00:00,30.6,45.7,53.6,,,
2955350,GN0,2018-04-11 06:00:00,35.2,37.3,50.7,,,
2955351,KF1,2018-04-11 06:00:00,,,,,,
2955352,CD9,2018-04-11 06:00:00,38.9,53.6,66.5,,,
2955353,CT3,2018-04-11 06:00:00,,,,,,
2955354,CT2,2018-04-11 06:00:00,37.0,,,,,
2955355,BX9,2018-04-11 06:00:00,30.5,,,,,
2955356,BX1,2018-04-11 06:00:00,,,22.7,,,
2955357,TH4,2018-04-11 06:00:00,35.6,53.6,55.3,,,
2955358,ST5,2018-04-11 06:00:00,36.0,39.0,32.3,,,
2955359,RB7,2018-04-11 06:00:00,36.0,30.8,32.3,,,
2955360,TD5,2018-04-11 06:00:00,31.1,,,,,
2955398,CD1,2018-04-11 07:00:00,,,,,,
2955399,BL0,2018-04-11 07:00:00,,,,,,
2955400,GR4,2018-04-11 07:00:00,,,,,,
2955401,MY7,2018-04-11 07:00:00,,,,,,
2955402,HV1,2018-04-11 07:00:00,,,,,,
2955403,GN3,2018-04-11 07:00:00,,,,,,
2955404,GR9,2018-04-11 07:00:00,,,,,,
2955405,LW2,2018-04-11 07:00:00,,,,,,
2955406,GN0,2018-04-11 07:00:00,,,,,,
2955407,KF1,2018-04-11 07:00:00,,,,,,
2955408,CD9,2018-04-11 07:00:00,,,,,,
2955409,CT3,2018-04-11 07:00:00,,,,,,
2955410,CT2,2018-04-11 07:00:00,,,,,,
2955411,BX9,2018-04-11 07:00:00,,,,,,
2955412,BX1,2018-04-11 07:00:00,,,,,,
2955413,TH4,2018-04-11 07:00:00,,,,,,
2955414,ST5,2018-04-11 07:00:00,,,,,,
2955415,RB7,2018-04-11 07:00:00,,,,,,
2955416,TD5,2018-04-11 07:00:00,,,,,,
2955454,CD1,2018-04-11 08:00:00,31.1,42.4,66.3,,,
2955455,BL0,2018-04-11 08:00:00,,41.0,52.6,,,
2955456,GR4,2018-04-11 08:00:00,38.9,46.0,16.9,,,
2955457,MY7,2018-04-11 08:00:00,28.4,40.0,,,,
2955458,HV1,2018-04-11 08:00:00,45.0,46.8,11.5,,,
2955459,GN3,2018-04-11 08:00:00,39.4,47.0,21.1,,,
2955460,GR9,2018-04-11 08:00:00,41.7,47.8,46.7,,,
2955461,LW2,2018-04-11 08:00:00,37.5,47.2,54.4,,,
2955462,GN0,2018-04-11 08:00:00,44.3,42.9,47.0,,,
2955463,KF1,2018-04-11 08:00:00,,,,,,
2955464,CD9,2018-04-11 08:00:00,35.1,39.1,87.1,,,
2955465,CT3,2018-04-11 08:00:00,,,,,,
2955466,CT2,2018-04-11 08:00:00,50.0,,,,,
2955467,BX9,2018-04-11 08:00:00,42.0,,,,,
2955468,BX1,2018-04-11 08:00:00,,,21.0,,,
2955469,TH4,2018-04-11 08:00:00,35.2,48.1,45.4,,,
2955470,ST5,2018-04-11 08:00:00,48.0,49.0,31.4,,,
2955471,RB7,2018-04-11 08:00:00,36.0,32.4,34.3,,,
2955472,TD5,2018-04-11 08:00:00,36.1,,,,,
2955510,CD1,2018-04-11 09:00:00,,,,,,
2955511,BL0,2018-04-11 09:00:00,29.4,37.8,53.0,,,
2955512,GR4,2018-04-11 09:00:00,42.8,48.9,21.3,,,
2955513,MY7,2018-04-11 09:00:00,29.6,33.6,,,,
2955514,HV1,2018-04-11 09:00:00,40.7,44.2,13.8,,,
2955515,GN3,2018-04-11 09:00:00,41.3,46.7,21.7,,,
2955516,GR9,2018-04-11 09:00:00,41.9,50.1,55.0,,,
2955517,LW2,2018-04-11 09:00:00,,,,,,
2955518,GN0,2018-04-11 09:00:00,42.3,39.3,45.1,,,
2955519,KF1,2018-04-11 09:00:00,,,,,,
2955520,CD9,2018-04-11 09:00:00,,,90.6,,,
2955521,CT3,2018-04-11 09:00:00,,,,,,
2955522,CT2,2018-04-11 09:00:00,40.0,,,,,
2955523,BX9,2018-04-11 09:00:00,45.6,,,,,
2955524,BX1,2018-04-11 09:00:00,,,21.2,,,
2955525,TH4,2018-04-11 09:00:00,34.3,41.7,48.5,,,
2955526,ST5,2018-04-11 09:00:00,49.0,49.0,30.4,,,
2955527,RB7,2018-04-11 09:00:00,29.0,26.4,26.5,,,
2955528,TD5,2018-04-11 09:00:00,37.8,,,,,
2955566,CD1,2018-04-11 10:00:00,28.7,35.9,63.8,,,
2955567,BL0,2018-04-11 10:00:00,,,,,,
2955568,GR4,2018-04-11 10:00:00,50.3,63.6,20.6,,,
2955569,MY7,2018-04-11 10:00:00,24.4,33.3,,,,
2955570,HV1,2018-04-11 10:00:00,37.0,40.4,14.8,,,
2955571,GN3,2018-04-11 10:00:00,46.2,53.4,23.8,,,
2955572,GR9,2018-04-11 10:00:00,47.1,62.1,51.0,,,
2955573,LW2,2018-04-11 10:00:00,37.0,43.8,55.4,,,
2955574,GN0,2018-04-11 10:00:00,46.3,47.4,50.5,,,
2955575,KF1,2018-04-11 10:00:00,,,,,,
2955576,CD9,2018-04-11 10:00:00,33.6,54.9,87.9,,,
2955577,CT3,2018-04-11 10:00:00,,,,,,
2955578,CT2,2018-04-11 10:00:00,39.0,,,,,
2955579,BX9,2018-04-11 10:00:00,46.9,,,,,
2955580,BX1,2018-04-11 10:00:00,,,23.5,,,
2955581,TH4,2018-04-11 10:00:00,34.7,43.9,41.5,,,
2955582,ST5,2018-04-11 10:00:00,48.0,,25.6,,,
2955583,RB7,2018-04-11 10:00:00,29.0,33.6,26.6,,,
2955584,TD5,2018-04-11 10:00:00,36.7,,,,,
2955622,CD1,2018-04-11 11:00:00,27.9,43.0,51.3,,,
2955623,BL0,2018-04-11 11:00:00,,34.8,49.0,,,
2955624,GR4,2018-04-11 11:00:00,47.9,58.4,22.2,,,
2955625,MY7,2018-04-11 11:00:00,28.2,34.6,,,,
2955626,HV1,2018-04-11 11:00:00,30.8,34.2,15.7,,,
2955627,GN3,2018-04-11 11:00:00,42.1,50.4,25.4,,,
2955628,GR9,2018-04-11 11:00:00,45.5,58.8,47.2,,,
2955629,LW2,2018-04-11 11:00:00,36.6,50.2,59.1,,,
2955630,GN0,2018-04-11 11:00:00,47.4,43.2,49.0,,,
2955631,KF1,2018-04-11 11:00:00,,,,,,
2955632,CD9,2018-04-11 11:00:00,,,86.7,,,
2955633,CT3,2018-04-11 11:00:00,,,,,,
2955634,CT2,2018-04-11 11:00:00,35.0,,,,,
2955635,BX9,2018-04-11 11:00:00,47.0,,,,,
2955636,BX1,2018-04-11 11:00:00,,,21.1,,,
2955637,TH4,2018-04-11 11:00:00,34.7,53.9,46.8,,,
2955638,ST5,2018-04-11 11:00:00,49.0,56.0,30.3,,,
2955639,RB7,2018-04-11 11:00:00,31.0,33.4,32.2,,,
2955640,TD5,2018-04-11 11:00:00,36.5,,,,,
2955678,CD1,2018-04-11 12:00:00,34.9,45.5,74.5,,,
2955679,BL0,2018-04-11 12:00:00,,36.7,46.9,,,
2955680,GR4,2018-04-11 12:00:00,40.9,47.8,23.2,,,
2955681,MY7,2018-04-11 12:00:00,28.2,36.2,,,,
2955682,HV1,2018-04-11 12:00:00,29.3,30.9,16.4,,,
2955683,GN3,2018-04-11 12:00:00,34.6,39.5,25.9,,,
2955684,GR9,2018-04-11 12:00:00,39.3,49.9,52.0,,,
2955685,LW2,2018-04-11 12:00:00,37.8,45.8,57.3,,,
2955686,GN0,2018-04-11 12:00:00,37.7,40.1,49.5,,,
2955687,KF1,2018-04-11 12:00:00,,,,,,
2955688,CD9,2018-04-11 12:00:00,29.3,53.1,73.8,,,
2955689,CT3,2018-04-11 12:00:00,,,,,,
2955690,CT2,2018-04-11 12:00:00,34.0,,,,,
2955691,BX9,2018-04-11 12:00:00,41.7,,,,,
2955692,BX1,2018-04-11 12:00:00,,,20.7,,,
2955693,TH4,2018-04-11 12:00:00,32.9,60.9,47.3,,,
2955694,ST5,2018-04-11 12:00:00,44.0,47.0,31.7,,,
2955695,RB7,2018-04-11 12:00:00,28.0,28.6,27.7,,,
2955696,TD5,2018-04-11 12:00:00,32.5,,,,,
2955734,CD1,2018-04-11 13:00:00,35.9,52.5,66.3,,,
2955735,BL0,2018-04-11 13:00:00,31.9,37.5,45.5,,,
2955736,GR4,2018-04-11 13:00:00,32.8,41.5,25.6,,,
2955737,MY7,2018-04-11 13:00:00,29.6,40.4,,,,
2955738,HV1,2018-04-11 13:00:00,30.2,30.3,18.0,,,
2955739,GN3,2018-04-11 13:00:00,29.9,33.8,25.9,,,
2955740,GR9,2018-04-11 13:00:00,37.0,49.3,56.9,,,
2955741,LW2,2018-04-11 13:00:00,29.2,37.7,55.9,,,
2955742,GN0,2018-04-11 13:00:00,29.2,33.3,49.0,,,
2955743,KF1,2018-04-11 13:00:00,,,,,,
2955744,CD9,2018-04-11 13:00:00,,,70.3,,,
2955745,CT3,2018-04-11 13:00:00,,,,,,
2955746,CT2,2018-04-11 13:00:00,35.0,,,,,
2955747,BX9,2018-04-11 13:00:00,32.4,,,,,
2955748,BX1,2018-04-11 13:00:00,,,18.7,,,
2955749,TH4,2018-04-11 13:00:00,31.1,53.9,57.8,,,
2955750,ST5,2018-04-11 13:00:00,39.0,39.0,31.8,,,
2955751,RB7,2018-04-11 13:00:00,29.0,31.2,30.3,,,
2955752,TD5,2018-04-11 13:00:00,37.5,,,,,
2955790,CD1,2018-04-11 14:00:00,40.6,55.5,74.6,,,
2955791,BL0,2018-04-11 14:00:00,,45.6,48.6,,,
2955792,GR4,2018-04-11 14:00:00,31.4,38.0,27.7,,,
2955793,MY7,2018-04-11 14:00:00,37.8,42.9,,,,
2955794,HV1,2018-04-11 14:00:00,26.8,28.4,19.3,,,
2955795,GN3,2018-04-11 14:00:00,33.4,37.4,25.9,,,
2955796,GR9,2018-04-11 14:00:00,30.7,41.0,51.4,,,
2955797,LW2,2018-04-11 14:00:00,30.6,45.7,53.6,,,
2955798,GN0,2018-04-11 14:00:00,35.2,37.3,50.7,,,
2955799,KF1,2018-04-11 14:00:00,,,,,,
2955800,CD9,2018-04-11 14:00:00,38.9,53.6,66.5,,,
2955801,CT3,2018-04-11 14:00:00,,,,,,
2955802,CT2,2018-04-11 14:00:00,37.0,,,,,
2955803,BX9,2018-04-11 14:00:00,30.5,,,,,
2955804,BX1,2018-04-11 14:00:00,,,22.7,,,
2955805,TH4,2018-04-11 14:00:00,35.6,53.6,55.3,,,
2955806,ST5,2018-04-11 14:00:00,36.0,39.0,32.3,,,
2955807,RB7,2018-04-11 14:00:00,36.0,30.8,32.3,,,
2955808,TD5,2018-04-11 14:00:00,31.1,,,,,
2955846,CD1,2018-04-11 15:00:00,42.5,58.1,91.1,,,
2955847,BL0,2018-04-11 15:00:00,,49.0,53.6,,,
2955848,GR4,2018-04-11 15:00:00,35.4,39.6,24.5,,,
2955849,MY7,2018-04-11 15:00:00,40.9,46.3,,,,
2955850,HV1,2018-04-11 15:00:00,32.5,32.3,19.4,,,
2955851,GN3,2018-04-11 15:00:00,33.7,38.7,24.3,,,
2955852,GR9,2018-04-11 15:00:00,35.0,43.2,52.5,,,
2955853,LW2,2018-04-11 15:00:00,38.3,44.8,60.2,,,
2955854,GN0,2018-04-11 15:00:00,39.5,38.8,56.7,,,
2955855,KF1,2018-04-11 15:00:00,,,,,,
2955856,CD9,2018-04-11 15:00:00,,,79.1,,,
2955857,CT3,2018-04-11 15:00:00,,,,,,
2955858,CT2,2018-04-11 15:00:00,42.0,,,,,
2955859,BX9,2018-04-11 15:00:00,35.0,,,,,
2955860,BX1,2018-04-11 15:00:00,,,26.9,,,
2955861,TH4,2018-04-11 15:00:00,34.7,47.5,45.3,,,
2955862,ST5,2018-04-11 15:00:00,32.0,37.0,32.9,,,
2955863,RB7,2018-04-11 15:00:00,36.0,35.2,31.5,,,
2955864,TD5,2018-04-11 15:00:00,34.3,,,,,
2955866,CD1,2018-04-11 16:00:00,38.9,48.6,71.1,,,
2955867,BL0,2018-04-11 16:00:00,,,,,,
2955868,GR4,2018-04-11 16:00:00,35.7,40.4,20.9,,,
2955869,MY7,2018-04-11 16:00:00,31.9,42.6,,,,
2955870,HV1,2018-04-11 16:00:00,31.9,31.1,16.6,,,
2955871,GN3,2018-04-11 16:00:00,37.1,39.7,22.7,,,
2955872,GR9,2018-04-11 16:00:00,34.8,42.6,46.2,,,
2955873,LW2,2018-04-11 16:00:00,44.5,49.3,55.0,,,
2955874,GN0,2018-04-11 16:00:00,40.0,34.4,47.7,,,
2955875,KF1,2018-04-11 16:00:00,,,,,,
2955876,CD9,2018-04-11 16:00:00,36.5,44.4,72.8,,,
2955877,CT3,2018-04-11 16:00:00,,,,,,
2955878,CT2,2018-04-11 16:00:00,42.0,,,,,
2955879,BX9,2018-04-11 16:00:00,33.2,,,,,
2955880,BX1,2018-04-11 16:00:00,,,23.0,,,
2955881,TH4,2018-04-11 16:00:00,37.8,52.1,48.4,,,
2955882,ST5,2018-04-11 16:00:00,40.0,46.0,37.5,,,
2955883,RB7,2018-04-11 16:00:00,38.0,38.8,37.5,,,
