id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration 
2947007,pinggu_aq,2018-04-04 16:00:00,27.0,,35.0,0.8,16.0,7.0
2947008,huairou_aq,2018-04-04 16:00:00,29.0,,43.0,0.7,16.0,2.0
2947009,miyun_aq,2018-04-04 16:00:00,23.0,,27.0,0.6,34.0,2.0
2947010,yanqin_aq,2018-04-04 16:00:00,23.0,,26.0,0.8,36.0,2.0
2947011,dingling_aq,2018-04-04 16:00:00,33.0,,20.0,0.6,41.0,2.0
2947012,badaling_aq,2018-04-04 16:00:00,13.0,,25.0,0.5,35.0,2.0
2947013,miyunshuiku_aq,2018-04-04 16:00:00,16.0,,16.0,0.5,44.0,2.0
2947014,donggaocun_aq,2018-04-04 16:00:00,20.0,,23.0,0.4,40.0,2.0
2947015,yongledian_aq,2018-04-04 16:00:00,33.0,,76.0,0.7,2.0,2.0
2947016,yufa_aq,2018-04-04 16:00:00,31.0,,43.0,0.7,10.0,2.0
2947017,liulihe_aq,2018-04-04 16:00:00,31.0,,22.0,0.6,33.0,2.0
2947018,qianmen_aq,2018-04-04 16:00:00,35.0,,42.0,0.6,26.0,3.0
2947019,yongdingmennei_aq,2018-04-04 16:00:00,29.0,,51.0,0.6,30.0,6.0
2947020,xizhimenbei_aq,2018-04-04 16:00:00,30.0,,46.0,0.6,24.0,3.0
2947021,nansanhuan_aq,2018-04-04 16:00:00,31.0,,59.0,0.6,17.0,2.0
2947022,dongsihuan_aq,2018-04-04 16:00:00,34.0,,77.0,0.8,3.0,4.0
2947023,dongsi_aq,2018-04-04 17:00:00,30.0,,32.0,0.7,29.0,2.0
2947024,tiantan_aq,2018-04-04 17:00:00,34.0,,37.0,0.6,25.0,2.0
2947025,guanyuan_aq,2018-04-04 17:00:00,28.0,,38.0,0.6,32.0,2.0
2947026,wanshouxigong_aq,2018-04-04 17:00:00,32.0,,42.0,0.7,18.0,2.0
2947027,aotizhongxin_aq,2018-04-04 17:00:00,34.0,,36.0,0.4,24.0,2.0
2947028,nongzhanguan_aq,2018-04-04 17:00:00,27.0,,48.0,0.6,19.0,2.0
2947029,wanliu_aq,2018-04-04 17:00:00,28.0,,37.0,0.7,33.0,2.0
2947030,beibuxinqu_aq,2018-04-04 17:00:00,27.0,,61.0,0.7,11.0,2.0
2947031,zhiwuyuan_aq,2018-04-04 17:00:00,,,,,,
2947032,fengtaihuayuan_aq,2018-04-04 17:00:00,32.0,,42.0,0.7,21.0,2.0
2947033,yungang_aq,2018-04-04 17:00:00,35.0,,37.0,0.8,11.0,2.0
2947034,gucheng_aq,2018-04-04 17:00:00,27.0,,54.0,0.6,9.0,2.0
2947035,fangshan_aq,2018-04-04 17:00:00,32.0,,44.0,0.5,14.0,2.0
2947036,daxing_aq,2018-04-04 17:00:00,25.0,,48.0,0.8,8.0,2.0
2947037,yizhuang_aq,2018-04-04 17:00:00,33.0,,62.0,0.7,8.0,2.0
2947038,tongzhou_aq,2018-04-04 17:00:00,31.0,,51.0,0.6,15.0,2.0
2947039,shunyi_aq,2018-04-04 17:00:00,30.0,,37.0,0.8,38.0,2.0
2947040,pingchang_aq,2018-04-04 17:00:00,26.0,,34.0,0.6,20.0,2.0
2947041,mentougou_aq,2018-04-04 17:00:00,29.0,,56.0,0.7,4.0,3.0
2947042,pinggu_aq,2018-04-04 17:00:00,44.0,,25.0,0.7,30.0,7.0
2947043,huairou_aq,2018-04-04 17:00:00,29.0,,38.0,0.7,18.0,2.0
2947044,miyun_aq,2018-04-04 17:00:00,27.0,,24.0,0.6,36.0,2.0
2947045,yanqin_aq,2018-04-04 17:00:00,18.0,,25.0,0.8,36.0,2.0
2947046,dingling_aq,2018-04-04 17:00:00,28.0,,23.0,0.7,38.0,2.0
2947047,badaling_aq,2018-04-04 17:00:00,17.0,,41.0,0.5,19.0,2.0
2947048,miyunshuiku_aq,2018-04-04 17:00:00,22.0,,14.0,0.5,44.0,2.0
2947049,donggaocun_aq,2018-04-04 17:00:00,29.0,,21.0,0.4,38.0,2.0
2947050,yongledian_aq,2018-04-04 17:00:00,28.0,,69.0,0.7,4.0,2.0
2947051,yufa_aq,2018-04-04 17:00:00,28.0,,20.0,0.5,38.0,2.0
2947052,liulihe_aq,2018-04-04 17:00:00,28.0,,24.0,0.6,33.0,2.0
2947053,qianmen_aq,2018-04-04 17:00:00,40.0,,40.0,0.6,24.0,3.0
2947054,yongdingmennei_aq,2018-04-04 17:00:00,27.0,,54.0,0.6,22.0,5.0
2947055,xizhimenbei_aq,2018-04-04 17:00:00,38.0,,39.0,0.6,28.0,3.0
2947056,nansanhuan_aq,2018-04-04 17:00:00,29.0,,60.0,0.7,11.0,2.0
2947057,dongsihuan_aq,2018-04-04 17:00:00,38.0,,74.0,0.7,7.0,3.0
2947079,dongsi_aq,2018-04-04 18:00:00,34.0,,33.0,0.8,20.0,2.0
2947080,tiantan_aq,2018-04-04 18:00:00,34.0,,43.0,0.7,13.0,2.0
2947081,guanyuan_aq,2018-04-04 18:00:00,28.0,,39.0,0.6,25.0,2.0
2947082,wanshouxigong_aq,2018-04-04 18:00:00,29.0,,42.0,0.7,10.0,2.0
2947083,aotizhongxin_aq,2018-04-04 18:00:00,36.0,,33.0,0.5,21.0,2.0
2947084,nongzhanguan_aq,2018-04-04 18:00:00,34.0,,34.0,0.6,26.0,2.0
2947085,wanliu_aq,2018-04-04 18:00:00,35.0,,34.0,0.7,30.0,2.0
2947086,beibuxinqu_aq,2018-04-04 18:00:00,32.0,,48.0,0.7,16.0,2.0
2947087,zhiwuyuan_aq,2018-04-04 18:00:00,,,,,,
2947088,fengtaihuayuan_aq,2018-04-04 18:00:00,41.0,,43.0,0.8,10.0,2.0
2947089,yungang_aq,2018-04-04 18:00:00,34.0,,27.0,0.6,19.0,2.0
2947090,gucheng_aq,2018-04-04 18:00:00,35.0,,38.0,0.6,21.0,2.0
2947091,fangshan_aq,2018-04-04 18:00:00,32.0,,39.0,0.5,16.0,2.0
2947092,daxing_aq,2018-04-04 18:00:00,28.0,,39.0,0.7,13.0,2.0
2947093,yizhuang_aq,2018-04-04 18:00:00,30.0,,42.0,0.8,14.0,2.0
2947094,tongzhou_aq,2018-04-04 18:00:00,34.0,,47.0,0.6,17.0,2.0
2947095,shunyi_aq,2018-04-04 18:00:00,38.0,,48.0,0.9,25.0,2.0
2947096,pingchang_aq,2018-04-04 18:00:00,36.0,,41.0,0.6,13.0,2.0
2947097,mentougou_aq,2018-04-04 18:00:00,34.0,,46.0,0.7,11.0,2.0
2947098,pinggu_aq,2018-04-04 18:00:00,32.0,,15.0,0.6,46.0,6.0
2947099,huairou_aq,2018-04-04 18:00:00,32.0,,44.0,0.6,15.0,2.0
2947100,miyun_aq,2018-04-04 18:00:00,33.0,,30.0,0.7,29.0,2.0
2947101,yanqin_aq,2018-04-04 18:00:00,21.0,,25.0,0.9,34.0,2.0
2947102,dingling_aq,2018-04-04 18:00:00,35.0,,34.0,0.7,32.0,2.0
2947103,badaling_aq,2018-04-04 18:00:00,15.0,19.0,48.0,0.6,13.0,2.0
2947104,miyunshuiku_aq,2018-04-04 18:00:00,23.0,,21.0,0.5,31.0,2.0
2947105,donggaocun_aq,2018-04-04 18:00:00,21.0,,19.0,0.4,46.0,2.0
2947106,yongledian_aq,2018-04-04 18:00:00,35.0,,38.0,0.6,29.0,2.0
2947107,yufa_aq,2018-04-04 18:00:00,25.0,,14.0,0.5,47.0,2.0
2947108,liulihe_aq,2018-04-04 18:00:00,45.0,,22.0,0.6,32.0,2.0
2947109,qianmen_aq,2018-04-04 18:00:00,42.0,,44.0,0.7,14.0,3.0
2947110,yongdingmennei_aq,2018-04-04 18:00:00,28.0,,58.0,0.8,10.0,6.0
2947111,xizhimenbei_aq,2018-04-04 18:00:00,40.0,,42.0,0.6,20.0,3.0
2947112,nansanhuan_aq,2018-04-04 18:00:00,30.0,,57.0,0.7,7.0,2.0
2947113,dongsihuan_aq,2018-04-04 18:00:00,45.0,,60.0,0.6,9.0,2.0
2947135,dongsi_aq,2018-04-04 19:00:00,32.0,,36.0,0.8,13.0,2.0
2947136,tiantan_aq,2018-04-04 19:00:00,39.0,,42.0,0.7,12.0,2.0
2947137,guanyuan_aq,2018-04-04 19:00:00,30.0,,30.0,0.5,29.0,2.0
2947138,wanshouxigong_aq,2018-04-04 19:00:00,23.0,,33.0,0.6,18.0,2.0
2947139,aotizhongxin_aq,2018-04-04 19:00:00,32.0,,32.0,0.5,18.0,2.0
2947140,nongzhanguan_aq,2018-04-04 19:00:00,23.0,,37.0,0.6,15.0,2.0
2947141,wanliu_aq,2018-04-04 19:00:00,41.0,,33.0,0.7,25.0,2.0
2947142,beibuxinqu_aq,2018-04-04 19:00:00,44.0,,37.0,0.6,19.0,2.0
2947143,zhiwuyuan_aq,2018-04-04 19:00:00,,,,,,
2947144,fengtaihuayuan_aq,2018-04-04 19:00:00,38.0,,36.0,0.7,13.0,2.0
2947145,yungang_aq,2018-04-04 19:00:00,38.0,,16.0,0.5,30.0,2.0
2947146,gucheng_aq,2018-04-04 19:00:00,43.0,,28.0,0.5,33.0,2.0
2947147,fangshan_aq,2018-04-04 19:00:00,34.0,,28.0,0.4,36.0,2.0
2947148,daxing_aq,2018-04-04 19:00:00,31.0,,19.0,0.6,35.0,2.0
2947149,yizhuang_aq,2018-04-04 19:00:00,30.0,,32.0,0.6,26.0,2.0
2947150,tongzhou_aq,2018-04-04 19:00:00,39.0,,38.0,0.6,17.0,2.0
2947151,shunyi_aq,2018-04-04 19:00:00,40.0,,45.0,0.8,27.0,2.0
2947152,pingchang_aq,2018-04-04 19:00:00,37.0,,48.0,0.6,7.0,2.0
2947153,mentougou_aq,2018-04-04 19:00:00,40.0,,27.0,0.5,33.0,2.0
2947154,pinggu_aq,2018-04-04 19:00:00,25.0,,22.0,0.6,37.0,5.0
2947155,huairou_aq,2018-04-04 19:00:00,42.0,,65.0,0.7,2.0,2.0
2947156,miyun_aq,2018-04-04 19:00:00,29.0,,15.0,0.6,48.0,2.0
2947157,yanqin_aq,2018-04-04 19:00:00,24.0,,29.0,0.7,28.0,2.0
2947158,dingling_aq,2018-04-04 19:00:00,37.0,,36.0,0.6,25.0,2.0
2947159,badaling_aq,2018-04-04 19:00:00,26.0,,55.0,0.6,5.0,2.0
2947160,miyunshuiku_aq,2018-04-04 19:00:00,29.0,,18.0,0.6,39.0,2.0
2947161,donggaocun_aq,2018-04-04 19:00:00,15.0,,17.0,0.3,56.0,2.0
2947162,yongledian_aq,2018-04-04 19:00:00,28.0,,34.0,0.6,28.0,2.0
2947163,yufa_aq,2018-04-04 19:00:00,36.0,,14.0,0.5,49.0,2.0
2947164,liulihe_aq,2018-04-04 19:00:00,32.0,,20.0,0.6,39.0,2.0
2947165,qianmen_aq,2018-04-04 19:00:00,46.0,,42.0,0.6,13.0,3.0
2947166,yongdingmennei_aq,2018-04-04 19:00:00,25.0,,50.0,0.7,15.0,5.0
2947167,xizhimenbei_aq,2018-04-04 19:00:00,44.0,,33.0,0.5,25.0,3.0
2947168,nansanhuan_aq,2018-04-04 19:00:00,33.0,,43.0,0.5,20.0,2.0
2947169,dongsihuan_aq,2018-04-04 19:00:00,36.0,,57.0,0.6,4.0,2.0
2947191,dongsi_aq,2018-04-04 20:00:00,28.0,,20.0,0.7,37.0,2.0
2947192,tiantan_aq,2018-04-04 20:00:00,36.0,,22.0,0.5,40.0,2.0
2947193,guanyuan_aq,2018-04-04 20:00:00,38.0,,25.0,0.5,36.0,2.0
2947194,wanshouxigong_aq,2018-04-04 20:00:00,22.0,,22.0,0.5,35.0,2.0
2947195,aotizhongxin_aq,2018-04-04 20:00:00,39.0,,24.0,0.4,25.0,2.0
2947196,nongzhanguan_aq,2018-04-04 20:00:00,37.0,,23.0,0.5,35.0,2.0
2947197,wanliu_aq,2018-04-04 20:00:00,38.0,,27.0,0.6,33.0,2.0
2947198,beibuxinqu_aq,2018-04-04 20:00:00,40.0,,24.0,0.6,30.0,2.0
2947199,zhiwuyuan_aq,2018-04-04 20:00:00,,,,,,
2947200,fengtaihuayuan_aq,2018-04-04 20:00:00,43.0,,27.0,0.6,28.0,2.0
2947201,yungang_aq,2018-04-04 20:00:00,34.0,,12.0,0.5,39.0,2.0
2947202,gucheng_aq,2018-04-04 20:00:00,47.0,,22.0,0.5,40.0,2.0
2947203,fangshan_aq,2018-04-04 20:00:00,33.0,,22.0,0.4,44.0,2.0
2947204,daxing_aq,2018-04-04 20:00:00,39.0,,16.0,0.6,38.0,2.0
2947205,yizhuang_aq,2018-04-04 20:00:00,29.0,,24.0,0.6,36.0,2.0
2947206,tongzhou_aq,2018-04-04 20:00:00,39.0,,31.0,0.6,22.0,2.0
2947207,shunyi_aq,2018-04-04 20:00:00,39.0,,38.0,0.9,30.0,2.0
2947208,pingchang_aq,2018-04-04 20:00:00,38.0,,34.0,0.5,19.0,2.0
2947209,mentougou_aq,2018-04-04 20:00:00,43.0,,25.0,0.5,33.0,2.0
2947210,pinggu_aq,2018-04-04 20:00:00,34.0,,41.0,0.6,23.0,6.0
2947211,huairou_aq,2018-04-04 20:00:00,40.0,,44.0,0.7,14.0,2.0
2947212,miyun_aq,2018-04-04 20:00:00,36.0,,21.0,0.7,38.0,2.0
2947213,yanqin_aq,2018-04-04 20:00:00,35.0,,31.0,0.7,25.0,2.0
2947214,dingling_aq,2018-04-04 20:00:00,44.0,,34.0,0.6,23.0,2.0
2947215,badaling_aq,2018-04-04 20:00:00,29.0,,47.0,0.6,11.0,2.0
2947216,miyunshuiku_aq,2018-04-04 20:00:00,33.0,,14.0,0.5,45.0,2.0
2947217,donggaocun_aq,2018-04-04 20:00:00,42.0,,23.0,0.4,48.0,2.0
2947218,yongledian_aq,2018-04-04 20:00:00,37.0,,23.0,0.6,52.0,2.0
2947219,yufa_aq,2018-04-04 20:00:00,26.0,,12.0,0.5,57.0,2.0
2947220,liulihe_aq,2018-04-04 20:00:00,30.0,,18.0,0.6,46.0,2.0
2947221,qianmen_aq,2018-04-04 20:00:00,41.0,,21.0,0.5,43.0,3.0
2947222,yongdingmennei_aq,2018-04-04 20:00:00,37.0,,25.0,0.5,46.0,6.0
2947223,xizhimenbei_aq,2018-04-04 20:00:00,35.0,,29.0,0.5,27.0,3.0
2947224,nansanhuan_aq,2018-04-04 20:00:00,53.0,,29.0,0.5,36.0,2.0
2947225,dongsihuan_aq,2018-04-04 20:00:00,42.0,,37.0,0.5,23.0,2.0
2947247,dongsi_aq,2018-04-04 21:00:00,34.0,,16.0,0.6,42.0,2.0
2947248,tiantan_aq,2018-04-04 21:00:00,39.0,,18.0,0.5,43.0,2.0
2947249,guanyuan_aq,2018-04-04 21:00:00,41.0,,19.0,0.5,48.0,2.0
2947250,wanshouxigong_aq,2018-04-04 21:00:00,33.0,,18.0,0.5,40.0,2.0
2947251,aotizhongxin_aq,2018-04-04 21:00:00,38.0,,17.0,0.3,36.0,2.0
2947252,nongzhanguan_aq,2018-04-04 21:00:00,38.0,,15.0,0.5,47.0,2.0
2947253,wanliu_aq,2018-04-04 21:00:00,37.0,,20.0,0.5,45.0,2.0
2947254,beibuxinqu_aq,2018-04-04 21:00:00,47.0,,21.0,0.6,31.0,2.0
2947255,zhiwuyuan_aq,2018-04-04 21:00:00,,,,,,
2947256,fengtaihuayuan_aq,2018-04-04 21:00:00,41.0,,22.0,0.6,34.0,2.0
2947257,yungang_aq,2018-04-04 21:00:00,35.0,,8.0,0.5,49.0,2.0
2947258,gucheng_aq,2018-04-04 21:00:00,38.0,,17.0,0.4,52.0,2.0
2947259,fangshan_aq,2018-04-04 21:00:00,38.0,,23.0,0.4,43.0,2.0
2947260,daxing_aq,2018-04-04 21:00:00,35.0,,17.0,0.6,35.0,2.0
2947261,yizhuang_aq,2018-04-04 21:00:00,30.0,,21.0,0.6,40.0,2.0
2947262,tongzhou_aq,2018-04-04 21:00:00,36.0,,25.0,0.5,31.0,2.0
2947263,shunyi_aq,2018-04-04 21:00:00,39.0,,35.0,0.9,28.0,2.0
2947264,pingchang_aq,2018-04-04 21:00:00,48.0,,24.0,0.5,24.0,2.0
2947265,mentougou_aq,2018-04-04 21:00:00,43.0,,24.0,0.5,40.0,2.0
2947266,pinggu_aq,2018-04-04 21:00:00,39.0,,29.0,0.7,30.0,6.0
2947267,huairou_aq,2018-04-04 21:00:00,43.0,,38.0,0.7,18.0,2.0
2947268,miyun_aq,2018-04-04 21:00:00,41.0,,21.0,0.7,37.0,2.0
2947269,yanqin_aq,2018-04-04 21:00:00,32.0,,35.0,0.7,18.0,2.0
2947270,dingling_aq,2018-04-04 21:00:00,47.0,,26.0,0.5,29.0,2.0
2947271,badaling_aq,2018-04-04 21:00:00,26.0,,42.0,0.6,13.0,2.0
2947272,miyunshuiku_aq,2018-04-04 21:00:00,32.0,,15.0,0.6,42.0,2.0
2947273,donggaocun_aq,2018-04-04 21:00:00,32.0,,24.0,0.5,44.0,2.0
2947274,yongledian_aq,2018-04-04 21:00:00,33.0,,19.0,0.5,58.0,2.0
2947275,yufa_aq,2018-04-04 21:00:00,29.0,,12.0,0.5,51.0,2.0
2947276,liulihe_aq,2018-04-04 21:00:00,25.0,,20.0,0.5,43.0,2.0
2947277,qianmen_aq,2018-04-04 21:00:00,37.0,,21.0,0.6,44.0,3.0
2947278,yongdingmennei_aq,2018-04-04 21:00:00,39.0,,21.0,0.5,49.0,6.0
2947279,xizhimenbei_aq,2018-04-04 21:00:00,45.0,,24.0,0.5,35.0,4.0
2947280,nansanhuan_aq,2018-04-04 21:00:00,65.0,,29.0,0.5,37.0,2.0
2947281,dongsihuan_aq,2018-04-04 21:00:00,53.0,,21.0,0.4,40.0,2.0
2947323,dongsi_aq,2018-04-04 23:00:00,46.0,,19.0,0.7,41.0,4.0
2947324,tiantan_aq,2018-04-04 23:00:00,53.0,,23.0,0.6,34.0,2.0
2947325,guanyuan_aq,2018-04-04 23:00:00,48.0,,23.0,0.5,46.0,4.0
2947326,wanshouxigong_aq,2018-04-04 23:00:00,39.0,,23.0,0.6,32.0,4.0
2947327,aotizhongxin_aq,2018-04-04 23:00:00,52.0,,22.0,0.4,32.0,2.0
2947328,nongzhanguan_aq,2018-04-04 23:00:00,46.0,,20.0,0.6,40.0,3.0
2947329,wanliu_aq,2018-04-04 23:00:00,51.0,,25.0,0.7,40.0,2.0
2947330,beibuxinqu_aq,2018-04-04 23:00:00,39.0,,18.0,0.6,33.0,2.0
2947331,zhiwuyuan_aq,2018-04-04 23:00:00,,,,,,
2947332,fengtaihuayuan_aq,2018-04-04 23:00:00,56.0,,26.0,0.7,29.0,2.0
2947333,yungang_aq,2018-04-04 23:00:00,37.0,,10.0,0.5,47.0,2.0
2947334,gucheng_aq,2018-04-04 23:00:00,35.0,,20.0,0.5,46.0,2.0
2947335,fangshan_aq,2018-04-04 23:00:00,29.0,,20.0,0.3,57.0,2.0
2947336,daxing_aq,2018-04-04 23:00:00,51.0,,21.0,0.7,30.0,2.0
2947337,yizhuang_aq,2018-04-04 23:00:00,34.0,,19.0,0.6,41.0,2.0
2947338,tongzhou_aq,2018-04-04 23:00:00,38.0,,21.0,0.5,43.0,2.0
2947339,shunyi_aq,2018-04-04 23:00:00,39.0,,24.0,0.8,47.0,2.0
2947340,pingchang_aq,2018-04-04 23:00:00,49.0,,29.0,0.5,17.0,2.0
2947341,mentougou_aq,2018-04-04 23:00:00,37.0,,25.0,0.5,42.0,2.0
2947342,pinggu_aq,2018-04-04 23:00:00,44.0,,29.0,0.7,29.0,7.0
2947343,huairou_aq,2018-04-04 23:00:00,42.0,,38.0,0.7,12.0,2.0
2947344,miyun_aq,2018-04-04 23:00:00,44.0,,22.0,0.7,36.0,2.0
2947345,yanqin_aq,2018-04-04 23:00:00,32.0,,32.0,0.6,17.0,2.0
2947346,dingling_aq,2018-04-04 23:00:00,48.0,,21.0,0.5,30.0,2.0
2947347,badaling_aq,2018-04-04 23:00:00,31.0,,38.0,0.6,13.0,2.0
2947348,miyunshuiku_aq,2018-04-04 23:00:00,36.0,,21.0,0.6,30.0,2.0
2947349,donggaocun_aq,2018-04-04 23:00:00,35.0,,26.0,0.4,50.0,2.0
2947350,yongledian_aq,2018-04-04 23:00:00,34.0,,15.0,0.5,65.0,2.0
2947351,yufa_aq,2018-04-04 23:00:00,47.0,,12.0,0.6,48.0,2.0
2947352,liulihe_aq,2018-04-04 23:00:00,41.0,,22.0,0.6,38.0,4.0
2947353,qianmen_aq,2018-04-04 23:00:00,54.0,,32.0,0.6,37.0,5.0
2947354,yongdingmennei_aq,2018-04-04 23:00:00,54.0,,28.0,0.6,41.0,7.0
2947355,xizhimenbei_aq,2018-04-04 23:00:00,55.0,,36.0,0.6,26.0,5.0
2947356,nansanhuan_aq,2018-04-04 23:00:00,74.0,,40.0,0.6,24.0,5.0
2947357,dongsihuan_aq,2018-04-04 23:00:00,65.0,,21.0,0.5,39.0,2.0
2947379,dongsi_aq,2018-04-05 00:00:00,40.0,,20.0,0.7,43.0,3.0
2947380,tiantan_aq,2018-04-05 00:00:00,43.0,,25.0,0.6,37.0,2.0
2947381,guanyuan_aq,2018-04-05 00:00:00,41.0,,24.0,0.5,46.0,3.0
2947382,wanshouxigong_aq,2018-04-05 00:00:00,40.0,,24.0,0.5,35.0,3.0
2947383,aotizhongxin_aq,2018-04-05 00:00:00,42.0,,24.0,0.4,34.0,2.0
2947384,nongzhanguan_aq,2018-04-05 00:00:00,47.0,,25.0,0.5,37.0,2.0
2947385,wanliu_aq,2018-04-05 00:00:00,43.0,,30.0,0.7,39.0,2.0
2947386,beibuxinqu_aq,2018-04-05 00:00:00,42.0,,36.0,0.7,15.0,2.0
2947387,zhiwuyuan_aq,2018-04-05 00:00:00,,,,,,
2947388,fengtaihuayuan_aq,2018-04-05 00:00:00,52.0,,29.0,0.7,25.0,2.0
2947389,yungang_aq,2018-04-05 00:00:00,35.0,,11.0,0.4,51.0,2.0
2947390,gucheng_aq,2018-04-05 00:00:00,40.0,,20.0,0.5,48.0,2.0
2947391,fangshan_aq,2018-04-05 00:00:00,26.0,,22.0,0.3,58.0,2.0
2947392,daxing_aq,2018-04-05 00:00:00,37.0,,20.0,0.6,37.0,2.0
2947393,yizhuang_aq,2018-04-05 00:00:00,39.0,,24.0,0.6,38.0,2.0
2947394,tongzhou_aq,2018-04-05 00:00:00,42.0,,20.0,0.5,45.0,2.0
2947395,shunyi_aq,2018-04-05 00:00:00,45.0,,33.0,0.9,36.0,3.0
2947396,pingchang_aq,2018-04-05 00:00:00,48.0,,28.0,0.5,19.0,2.0
2947397,mentougou_aq,2018-04-05 00:00:00,40.0,,29.0,0.5,37.0,2.0
2947398,pinggu_aq,2018-04-05 00:00:00,39.0,,26.0,0.7,36.0,6.0
2947399,huairou_aq,2018-04-05 00:00:00,46.0,,32.0,0.7,20.0,2.0
2947400,miyun_aq,2018-04-05 00:00:00,43.0,,34.0,0.7,28.0,2.0
2947401,yanqin_aq,2018-04-05 00:00:00,34.0,,33.0,0.7,16.0,2.0
2947402,dingling_aq,2018-04-05 00:00:00,45.0,,16.0,0.5,33.0,2.0
2947403,badaling_aq,2018-04-05 00:00:00,36.0,,41.0,0.6,9.0,2.0
2947404,miyunshuiku_aq,2018-04-05 00:00:00,35.0,,19.0,0.6,34.0,2.0
2947405,donggaocun_aq,2018-04-05 00:00:00,41.0,,27.0,0.4,48.0,2.0
2947406,yongledian_aq,2018-04-05 00:00:00,36.0,,23.0,0.6,53.0,2.0
2947407,yufa_aq,2018-04-05 00:00:00,40.0,,11.0,0.6,53.0,2.0
2947408,liulihe_aq,2018-04-05 00:00:00,35.0,,22.0,0.6,41.0,3.0
2947409,qianmen_aq,2018-04-05 00:00:00,48.0,,31.0,0.5,40.0,4.0
2947410,yongdingmennei_aq,2018-04-05 00:00:00,41.0,,32.0,0.6,41.0,7.0
2947411,xizhimenbei_aq,2018-04-05 00:00:00,49.0,,40.0,0.6,27.0,4.0
2947412,nansanhuan_aq,2018-04-05 00:00:00,58.0,,45.0,0.5,27.0,3.0
2947413,dongsihuan_aq,2018-04-05 00:00:00,50.0,,29.0,0.6,36.0,11.0
2947435,dongsi_aq,2018-04-05 01:00:00,46.0,,19.0,0.7,41.0,2.0
2947436,tiantan_aq,2018-04-05 01:00:00,36.0,,24.0,0.5,42.0,2.0
2947437,guanyuan_aq,2018-04-05 01:00:00,46.0,,29.0,0.5,38.0,2.0
2947438,wanshouxigong_aq,2018-04-05 01:00:00,40.0,,23.0,0.5,36.0,3.0
2947439,aotizhongxin_aq,2018-04-05 01:00:00,27.0,28.0,24.0,0.3,34.0,2.0
2947440,nongzhanguan_aq,2018-04-05 01:00:00,41.0,,21.0,0.5,43.0,2.0
2947441,wanliu_aq,2018-04-05 01:00:00,39.0,,25.0,0.6,47.0,2.0
2947442,beibuxinqu_aq,2018-04-05 01:00:00,52.0,,27.0,0.6,23.0,2.0
2947443,zhiwuyuan_aq,2018-04-05 01:00:00,,,,,,
2947444,fengtaihuayuan_aq,2018-04-05 01:00:00,48.0,,31.0,0.6,26.0,2.0
2947445,yungang_aq,2018-04-05 01:00:00,39.0,,12.0,0.5,49.0,2.0
2947446,gucheng_aq,2018-04-05 01:00:00,39.0,,22.0,0.4,48.0,2.0
2947447,fangshan_aq,2018-04-05 01:00:00,34.0,,24.0,0.4,54.0,2.0
2947448,daxing_aq,2018-04-05 01:00:00,35.0,,19.0,0.6,39.0,2.0
2947449,yizhuang_aq,2018-04-05 01:00:00,33.0,,25.0,0.6,40.0,2.0
2947450,tongzhou_aq,2018-04-05 01:00:00,42.0,,22.0,0.5,44.0,2.0
2947451,shunyi_aq,2018-04-05 01:00:00,46.0,,36.0,0.9,35.0,3.0
2947452,pingchang_aq,2018-04-05 01:00:00,50.0,,30.0,0.5,16.0,2.0
2947453,mentougou_aq,2018-04-05 01:00:00,48.0,,35.0,0.5,28.0,2.0
2947454,pinggu_aq,2018-04-05 01:00:00,40.0,,27.0,0.7,35.0,6.0
2947455,huairou_aq,2018-04-05 01:00:00,47.0,,34.0,0.7,20.0,2.0
2947456,miyun_aq,2018-04-05 01:00:00,52.0,,38.0,0.7,26.0,2.0
2947457,yanqin_aq,2018-04-05 01:00:00,37.0,,36.0,0.7,14.0,2.0
2947458,dingling_aq,2018-04-05 01:00:00,47.0,,14.0,0.5,33.0,2.0
2947459,badaling_aq,2018-04-05 01:00:00,36.0,,40.0,0.6,14.0,2.0
2947460,miyunshuiku_aq,2018-04-05 01:00:00,41.0,,18.0,0.6,35.0,2.0
2947461,donggaocun_aq,2018-04-05 01:00:00,37.0,,28.0,0.4,49.0,2.0
2947462,yongledian_aq,2018-04-05 01:00:00,53.0,,25.0,0.6,49.0,2.0
2947463,yufa_aq,2018-04-05 01:00:00,49.0,,12.0,0.6,48.0,2.0
2947464,liulihe_aq,2018-04-05 01:00:00,44.0,,21.0,0.7,41.0,2.0
2947465,qianmen_aq,2018-04-05 01:00:00,51.0,,36.0,0.6,34.0,3.0
2947466,yongdingmennei_aq,2018-04-05 01:00:00,40.0,,30.0,0.5,46.0,6.0
2947467,xizhimenbei_aq,2018-04-05 01:00:00,51.0,,39.0,0.5,29.0,5.0
2947468,nansanhuan_aq,2018-04-05 01:00:00,47.0,,43.0,0.5,28.0,3.0
2947469,dongsihuan_aq,2018-04-05 01:00:00,39.0,55.0,27.0,0.6,42.0,9.0
2947511,dongsi_aq,2018-04-05 03:00:00,47.0,,27.0,0.7,33.0,2.0
2947512,tiantan_aq,2018-04-05 03:00:00,45.0,,27.0,0.6,33.0,2.0
2947513,guanyuan_aq,2018-04-05 03:00:00,52.0,,31.0,0.5,37.0,2.0
