time,station_id,temperature,pressure,humidity,wind_speed,wind_direction
2018-05-12 06:00:00,beijing_grid_239,29.0,985.051990625,35.0,11.33,178.54
2018-05-12 07:00:00,beijing_grid_239,29.0,984.250813532,36.0,6.32,165.68
2018-05-12 08:00:00,beijing_grid_239,29.0,983.810931383,40.0,3.32,83.11
2018-05-12 09:00:00,beijing_grid_239,28.6,983.632678125,45.0,6.04,44.08
2018-05-12 10:00:00,beijing_grid_239,27.5,983.633682616,51.0,4.48,47.48
2018-05-12 11:00:00,beijing_grid_239,25.4,983.800753354,56.0,1.52,142.42
2018-05-12 12:00:00,beijing_grid_239,23.17,984.13799375,59.0,5.27,205.56
2018-05-12 13:00:00,beijing_grid_239,21.57,984.619319778,60.0,7.44,227.88
2018-05-12 14:00:00,beijing_grid_239,20.17,985.097897677,59.0,8.1,248.11
2018-05-12 15:00:00,beijing_grid_239,18.62,985.39670625,58.0,6.94,262.42
2018-05-12 16:00:00,beijing_grid_239,17.93,985.400583179,59.0,2.89,266.19
2018-05-12 17:00:00,beijing_grid_239,17.35,985.241801656,62.0,2.36,95.84
2018-05-12 18:00:00,beijing_grid_239,16.93,985.11449375,66.0,5.98,89.17
2018-05-12 19:00:00,beijing_grid_239,16.7,985.16775584,71.0,6.21,75.35
2018-05-12 20:00:00,beijing_grid_239,16.65,985.370541534,75.0,5.12,46.54
2018-05-12 21:00:00,beijing_grid_239,16.7,985.64676875,75.0,5.05,14.09
2018-05-12 22:00:00,beijing_grid_239,16.84,985.929250175,69.0,4.88,2.35
2018-05-12 23:00:00,beijing_grid_239,18.4,986.186377578,60.0,3.62,8.01
2018-05-13 00:00:00,beijing_grid_239,17.0,986.3954375,50.0,2.09,48.62
2018-05-13 01:00:00,beijing_grid_239,20.77,986.524049827,43.0,3.16,115.74
2018-05-13 02:00:00,beijing_grid_239,21.82,986.501167829,38.0,5.84,137.83
2018-05-13 03:00:00,beijing_grid_239,22.84,986.246078125,34.0,8.35,148.4
2018-05-13 04:00:00,beijing_grid_239,23.83,985.708303181,31.0,10.26,157.32
2018-05-13 05:00:00,beijing_grid_239,24.81,984.95830886,28.0,11.88,165.67
2018-05-13 06:00:00,beijing_grid_239,25.78,984.096796875,26.0,13.53,172.62
2018-05-13 07:00:00,beijing_grid_239,26.74,983.22936951,24.0,15.25,177.38
2018-05-13 08:00:00,beijing_grid_239,31.0,982.481231338,22.0,16.24,180.33
2018-05-13 09:00:00,beijing_grid_239,29.6,981.9824875,22.0,15.55,182.25
2018-05-13 10:00:00,beijing_grid_239,30.84,981.831954425,22.0,12.69,184.06
2018-05-13 11:00:00,beijing_grid_239,30.25,982.003293683,24.0,8.88,188.13
2018-05-13 12:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 13:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 14:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 15:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 16:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 17:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 18:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 19:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 20:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 21:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 22:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-13 23:00:00,beijing_grid_239,29.36,982.438878125,25.0,5.93,200.29
2018-05-11 00:00:00,beijing_grid_240,20.0,981.6489,44.0,3.51,99.29
2018-05-11 01:00:00,beijing_grid_240,20.0,982.4254,40.0,4.78,130.61
2018-05-11 02:00:00,beijing_grid_240,20.0,981.4361,36.0,7.26,145.72
2018-05-11 03:00:00,beijing_grid_240,20.0,984.201,32.0,10.12,160.06
2018-05-11 04:00:00,beijing_grid_240,20.0,980.0757,32.0,14.87,173.9
2018-05-11 05:00:00,beijing_grid_240,20.0,979.4302,32.0,13.97,169.91
2018-05-11 06:00:00,beijing_grid_240,21.0,979.6506,32.0,12.32,167.31
2018-05-11 07:00:00,beijing_grid_240,21.0,979.2856,34.0,10.65,169.16
2018-05-11 08:00:00,beijing_grid_240,23.0,979.0549,36.0,8.92,176.52
2018-05-11 09:00:00,beijing_grid_240,22.0,978.8738,39.0,6.93,189.23
2018-05-11 10:00:00,beijing_grid_240,22.0,982.0258,53.0,6.6,193.78
2018-05-11 11:00:00,beijing_grid_240,22.0,979.7021,55.0,5.78,195.74
2018-05-11 12:00:00,beijing_grid_240,21.0,986.8277,54.0,5.52,203.53
2018-05-11 13:00:00,beijing_grid_240,20.17,982.516386511,60.0,3.92,198.75
2018-05-11 14:00:00,beijing_grid_240,20.33,982.868626571,63.0,2.42,180.62
2018-05-11 15:00:00,beijing_grid_240,19.5,983.059334375,67.0,2.08,133.04
2018-05-11 16:00:00,beijing_grid_240,17.67,982.930908265,69.0,3.34,107.34
2018-05-11 17:00:00,beijing_grid_240,17.83,982.581858161,70.0,4.7,100.8
2018-05-11 18:00:00,beijing_grid_240,16.0,982.174721875,72.0,5.49,97.38
2018-05-11 19:00:00,beijing_grid_240,16.0,981.841797672,74.0,5.45,92.16
2018-05-11 20:00:00,beijing_grid_240,15.0,981.594425623,77.0,5.01,85.15
2018-05-11 21:00:00,beijing_grid_240,16.4,981.41370625,78.0,4.69,79.28
2018-05-11 22:00:00,beijing_grid_240,19.4,981.281789355,76.0,4.76,79.3
2018-05-11 23:00:00,beijing_grid_240,22.0,981.185021868,72.0,5.03,85.45
2018-05-12 00:00:00,beijing_grid_240,23.6,981.1108,67.0,5.34,96.31
2018-05-12 01:00:00,beijing_grid_240,25.0,981.018949768,61.0,5.7,111.41
2018-05-12 02:00:00,beijing_grid_240,26.6,980.759016417,55.0,6.46,129.23
2018-05-12 03:00:00,beijing_grid_240,27.8,980.152975,49.0,7.98,145.91
2018-05-12 04:00:00,beijing_grid_240,28.4,979.105951736,42.0,10.17,157.89
2018-05-12 05:00:00,beijing_grid_240,28.8,977.85567751,38.0,11.75,163.43
2018-05-12 06:00:00,beijing_grid_240,29.0,976.723034375,37.0,11.17,162.39
2018-05-12 07:00:00,beijing_grid_240,29.0,975.959239238,39.0,7.94,149.39
2018-05-12 08:00:00,beijing_grid_240,29.0,975.536848427,44.0,5.0,113.37
2018-05-12 09:00:00,beijing_grid_240,29.0,975.358753125,50.0,4.18,76.29
2018-05-12 10:00:00,beijing_grid_240,28.6,975.345609022,55.0,1.83,86.54
2018-05-12 11:00:00,beijing_grid_240,26.9,975.489129825,59.0,3.17,206.2
2018-05-12 12:00:00,beijing_grid_240,23.14,975.79879375,60.0,6.89,221.66
2018-05-12 13:00:00,beijing_grid_240,21.69,976.254531736,60.0,8.31,234.5
2018-05-12 14:00:00,beijing_grid_240,20.33,976.718085629,58.0,7.86,248.99
2018-05-12 15:00:00,beijing_grid_240,18.76,977.02165,58.0,5.8,262.14
2018-05-12 16:00:00,beijing_grid_240,17.4,977.054070053,58.0,1.92,269.94
2018-05-12 17:00:00,beijing_grid_240,16.95,976.930793517,61.0,2.47,89.47
2018-05-12 18:00:00,beijing_grid_240,16.66,976.82391875,65.0,5.27,88.12
2018-05-12 19:00:00,beijing_grid_240,16.56,976.866856337,71.0,5.13,77.77
2018-05-12 20:00:00,beijing_grid_240,16.6,977.038265766,75.0,3.7,49.9
2018-05-12 21:00:00,beijing_grid_240,16.71,977.27811875,75.0,3.45,7.97
2018-05-12 22:00:00,beijing_grid_240,16.87,977.531833996,68.0,3.71,350.49
2018-05-12 23:00:00,beijing_grid_240,18.4,977.766618186,57.0,3.02,351.09
2018-05-13 00:00:00,beijing_grid_240,17.0,977.955125,46.0,1.48,20.93
2018-05-13 01:00:00,beijing_grid_240,20.59,978.062236037,38.0,2.25,118.41
2018-05-13 02:00:00,beijing_grid_240,21.61,978.02174459,33.0,5.22,139.35
2018-05-13 03:00:00,beijing_grid_240,22.59,977.759671875,30.0,8.03,147.62
2018-05-13 04:00:00,beijing_grid_240,23.56,977.230945121,28.0,10.12,154.65
2018-05-13 05:00:00,beijing_grid_240,24.54,976.506115606,26.0,11.83,161.32
2018-05-13 06:00:00,beijing_grid_240,25.51,975.684640625,24.0,13.58,166.78
2018-05-13 07:00:00,beijing_grid_240,26.79,974.869274337,23.0,15.48,170.23
2018-05-13 08:00:00,beijing_grid_240,31.0,974.175958378,23.0,16.64,172.17
2018-05-13 09:00:00,beijing_grid_240,29.6,973.72393125,23.0,16.0,173.4
2018-05-13 10:00:00,beijing_grid_240,30.69,973.602915633,24.0,12.96,174.77
2018-05-13 11:00:00,beijing_grid_240,30.01,973.784570906,26.0,8.85,178.32
2018-05-13 12:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 13:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 14:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 15:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 16:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 17:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 18:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 19:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 20:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 21:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 22:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-13 23:00:00,beijing_grid_240,29.03,974.211040625,27.0,5.59,189.6
2018-05-11 00:00:00,beijing_grid_261,20.0,1001.8652,37.0,2.88,125.02
2018-05-11 01:00:00,beijing_grid_261,21.0,999.9445,36.0,4.47,147.31
2018-05-11 02:00:00,beijing_grid_261,20.0,1001.6698,32.0,6.84,157.53
2018-05-11 03:00:00,beijing_grid_261,20.0,1001.181,30.0,9.32,163.91
2018-05-11 04:00:00,beijing_grid_261,21.0,1000.2133,30.0,14.0,177.41
2018-05-11 05:00:00,beijing_grid_261,21.0,998.8987,28.0,13.51,169.4
2018-05-11 06:00:00,beijing_grid_261,21.0,998.2907,28.0,12.53,165.15
2018-05-11 07:00:00,beijing_grid_261,22.0,998.4662,28.0,11.46,170.68
2018-05-11 08:00:00,beijing_grid_261,23.0,998.8469,29.0,10.36,183.32
2018-05-11 09:00:00,beijing_grid_261,23.0,997.9528,31.0,8.64,197.53
2018-05-11 10:00:00,beijing_grid_261,23.0,997.0823,45.0,7.88,204.19
2018-05-11 11:00:00,beijing_grid_261,21.0,999.9932,44.0,7.19,206.25
2018-05-11 12:00:00,beijing_grid_261,21.0,999.05,47.0,5.98,205.21
2018-05-11 13:00:00,beijing_grid_261,20.17,994.857313517,53.0,4.21,202.5
2018-05-11 14:00:00,beijing_grid_261,18.33,995.247593015,57.0,2.43,186.68
2018-05-11 15:00:00,beijing_grid_261,16.5,995.471496875,61.0,2.02,131.71
2018-05-11 16:00:00,beijing_grid_261,16.67,995.362961569,63.0,3.84,104.8
2018-05-11 17:00:00,beijing_grid_261,16.83,995.024985929,65.0,5.85,99.76
2018-05-11 18:00:00,beijing_grid_261,16.0,994.627834375,67.0,7.06,97.24
2018-05-11 19:00:00,beijing_grid_261,16.0,994.309509997,70.0,6.99,92.73
2018-05-11 20:00:00,beijing_grid_261,15.0,994.078970561,72.0,6.27,86.05
2018-05-11 21:00:00,beijing_grid_261,15.0,993.9129125,73.0,5.69,79.82
2018-05-11 22:00:00,beijing_grid_261,16.0,993.789755966,72.0,5.69,79.17
2018-05-11 23:00:00,beijing_grid_261,17.0,993.694815972,69.0,5.97,84.22
2018-05-12 00:00:00,beijing_grid_261,19.0,993.61513125,65.0,6.14,93.27
2018-05-12 01:00:00,beijing_grid_261,20.8,993.509068687,59.0,6.05,106.85
2018-05-12 02:00:00,beijing_grid_261,23.1,993.220307797,53.0,6.19,126.2
2018-05-12 03:00:00,beijing_grid_261,24.4,992.56385625,47.0,7.3,147.14
2018-05-12 04:00:00,beijing_grid_261,26.0,991.443075652,41.0,9.42,162.03
2018-05-12 05:00:00,beijing_grid_261,26.8,990.114743349,37.0,11.0,168.9
2018-05-12 06:00:00,beijing_grid_261,27.4,988.923990625,35.0,10.17,169.31
2018-05-12 07:00:00,beijing_grid_261,27.8,988.13705058,36.0,6.22,157.94
2018-05-12 08:00:00,beijing_grid_261,27.9,987.704563597,40.0,2.96,102.34
2018-05-12 09:00:00,beijing_grid_261,28.0,987.498271875,45.0,3.46,53.71
2018-05-12 10:00:00,beijing_grid_261,27.8,987.419547374,48.0,1.5,87.99
2018-05-12 11:00:00,beijing_grid_261,27.4,987.488281083,51.0,4.3,188.35
2018-05-12 12:00:00,beijing_grid_261,25.67,987.75399375,53.0,7.96,202.32
2018-05-12 13:00:00,beijing_grid_261,24.39,988.226401476,53.0,8.44,216.79
2018-05-12 14:00:00,beijing_grid_261,23.16,988.756001772,53.0,6.98,235.97
2018-05-12 15:00:00,beijing_grid_261,21.42,989.1534875,54.0,4.4,253.34
2018-05-12 16:00:00,beijing_grid_261,19.88,989.286495795,56.0,0.62,173.9
2018-05-12 17:00:00,beijing_grid_261,18.56,989.25044088,61.0,5.16,102.59
2018-05-12 18:00:00,beijing_grid_261,17.5,989.19768125,66.0,8.19,98.99
2018-05-12 19:00:00,beijing_grid_261,16.72,989.249168354,72.0,7.43,90.13
2018-05-12 20:00:00,beijing_grid_261,16.66,989.40022545,76.0,4.92,66.38
2018-05-12 21:00:00,beijing_grid_261,16.7,989.61476875,75.0,3.89,24.15
2018-05-12 22:00:00,beijing_grid_261,16.85,989.856305559,69.0,3.84,6.52
2018-05-12 23:00:00,beijing_grid_261,18.3,990.086707553,60.0,2.97,15.39
2018-05-13 00:00:00,beijing_grid_261,17.0,990.2674375,50.0,2.15,61.19
2018-05-13 01:00:00,beijing_grid_261,20.45,990.354915776,42.0,3.34,113.76
2018-05-13 02:00:00,beijing_grid_261,21.4,990.285393182,36.0,5.63,135.24
2018-05-13 03:00:00,beijing_grid_261,22.29,989.990078125,31.0,7.98,146.63
2018-05-13 04:00:00,beijing_grid_261,23.16,989.428095341,28.0,10.03,155.46
2018-05-13 05:00:00,beijing_grid_261,24.03,988.670234881,26.0,11.91,162.99
2018-05-13 06:00:00,beijing_grid_261,24.9,987.815203125,24.0,13.76,169.1
2018-05-13 07:00:00,beijing_grid_261,25.77,986.964623115,23.0,15.5,173.48
2018-05-13 08:00:00,beijing_grid_261,30.0,986.231784539,22.0,16.41,176.23
2018-05-13 09:00:00,beijing_grid_261,28.7,985.73289375,22.0,15.58,177.64
2018-05-13 10:00:00,beijing_grid_261,30.0,985.558382803,22.0,12.57,177.81
2018-05-13 11:00:00,beijing_grid_261,29.76,985.695586569,23.0,8.66,177.47
2018-05-13 12:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 13:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 14:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 15:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 16:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 17:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 18:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 19:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 20:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 21:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 22:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-13 23:00:00,beijing_grid_261,29.09,986.106065625,24.0,5.55,179.21
2018-05-11 00:00:00,beijing_grid_262,21.0,995.4147,41.0,4.69,71.47
2018-05-11 01:00:00,beijing_grid_262,21.0,998.2193,36.0,4.57,102.68
2018-05-11 02:00:00,beijing_grid_262,21.0,992.3025,34.0,6.55,132.53
2018-05-11 03:00:00,beijing_grid_262,21.0,991.8086,30.0,9.02,148.82
2018-05-11 04:00:00,beijing_grid_262,21.0,996.5418,30.0,13.43,168.74
2018-05-11 05:00:00,beijing_grid_262,21.0,996.7756,29.0,13.5,161.09
2018-05-11 06:00:00,beijing_grid_262,21.0,989.6422,30.0,12.68,157.41
2018-05-11 07:00:00,beijing_grid_262,22.0,989.2304,31.0,11.32,160.39
2018-05-11 08:00:00,beijing_grid_262,23.0,994.5607,30.0,9.87,170.8
2018-05-11 09:00:00,beijing_grid_262,23.0,994.3303,31.0,7.62,183.4
2018-05-11 10:00:00,beijing_grid_262,22.0,990.0802,47.0,6.52,192.54
2018-05-11 11:00:00,beijing_grid_262,21.0,989.6331,48.0,5.83,185.79
2018-05-11 12:00:00,beijing_grid_262,21.0,989.7254,50.0,5.01,178.19
2018-05-11 13:00:00,beijing_grid_262,20.17,990.449694594,53.0,4.21,175.31
2018-05-11 14:00:00,beijing_grid_262,18.33,990.82374391,57.0,3.64,155.67
2018-05-11 15:00:00,beijing_grid_262,16.5,991.043984375,60.0,3.87,129.62
2018-05-11 16:00:00,beijing_grid_262,16.67,990.955608385,63.0,5.07,110.06
2018-05-11 17:00:00,beijing_grid_262,16.83,990.651107219,65.0,6.46,100.02
2018-05-11 18:00:00,beijing_grid_262,16.0,990.284796875,67.0,7.21,94.71
2018-05-11 19:00:00,beijing_grid_262,16.0,989.981939573,70.0,6.86,91.12
2018-05-11 20:00:00,beijing_grid_262,15.0,989.751582421,72.0,5.89,88.22
2018-05-11 21:00:00,beijing_grid_262,15.0,989.57371875,73.0,5.01,86.96
2018-05-11 22:00:00,beijing_grid_262,16.0,989.430307513,72.0,4.77,89.55
2018-05-11 23:00:00,beijing_grid_262,17.0,989.311170157,69.0,5.02,96.08
2018-05-12 00:00:00,beijing_grid_262,19.0,989.20809375,65.0,5.5,105.36
2018-05-12 01:00:00,beijing_grid_262,20.8,989.084428753,60.0,6.07,116.89
2018-05-12 02:00:00,beijing_grid_262,23.1,988.789779196,54.0,6.92,129.34
2018-05-12 03:00:00,beijing_grid_262,24.4,988.1453125,48.0,8.2,140.72
2018-05-12 04:00:00,beijing_grid_262,26.0,987.056899349,42.0,9.82,149.24
2018-05-12 05:00:00,beijing_grid_262,26.8,985.769223475,38.0,10.94,153.48
2018-05-12 06:00:00,beijing_grid_262,27.4,984.611671875,36.0,10.53,152.76
2018-05-12 07:00:00,beijing_grid_262,27.8,983.838579754,38.0,8.19,144.44
2018-05-12 08:00:00,beijing_grid_262,27.9,983.404075166,43.0,5.41,128.33
2018-05-12 09:00:00,beijing_grid_262,28.0,983.187234375,48.0,3.16,121.52
2018-05-12 10:00:00,beijing_grid_262,27.8,983.095360917,50.0,2.99,183.11
2018-05-12 11:00:00,beijing_grid_262,26.5,983.148667412,51.0,6.63,211.09
2018-05-12 12:00:00,beijing_grid_262,25.04,983.39559375,51.0,9.36,219.03
2018-05-12 13:00:00,beijing_grid_262,23.81,983.847250304,51.0,8.96,227.5
2018-05-12 14:00:00,beijing_grid_262,22.59,984.365429377,50.0,6.37,239.35
2018-05-12 15:00:00,beijing_grid_262,20.92,984.77459375,51.0,2.79,252.96
2018-05-12 16:00:00,beijing_grid_262,19.48,984.949454995,54.0,1.45,97.55
2018-05-12 17:00:00,beijing_grid_262,18.27,984.965719827,58.0,5.4,97.11
2018-05-12 18:00:00,beijing_grid_262,17.3,984.94934375,64.0,7.46,97.87
2018-05-12 19:00:00,beijing_grid_262,16.6,985.001925087,70.0,6.41,93.11
2018-05-12 20:00:00,beijing_grid_262,16.6,985.127633444,74.0,3.75,75.51
2018-05-12 21:00:00,beijing_grid_262,16.74,985.30628125,74.0,2.29,24.12
2018-05-12 22:00:00,beijing_grid_262,16.89,985.514304149,67.0,2.5,354.39
2018-05-12 23:00:00,beijing_grid_262,18.3,985.714630655,56.0,2.03,358.5
2018-05-13 00:00:00,beijing_grid_262,17.0,985.8668125,45.0,1.21,53.82
2018-05-13 01:00:00,beijing_grid_262,20.26,985.92643297,37.0,2.71,120.71
2018-05-13 02:00:00,beijing_grid_262,21.16,985.833201574,31.0,5.37,137.47
2018-05-13 03:00:00,beijing_grid_262,22.02,985.522859375,27.0,8.05,145.76
2018-05-13 04:00:00,beijing_grid_262,22.87,984.958359225,25.0,10.36,152.51
2018-05-13 05:00:00,beijing_grid_262,23.72,984.211501128,23.0,12.45,158.52
2018-05-13 06:00:00,beijing_grid_262,24.59,983.381296875,22.0,14.54,163.45
2018-05-13 07:00:00,beijing_grid_262,25.79,982.567997607,22.0,16.59,166.94
2018-05-13 08:00:00,beijing_grid_262,30.0,981.876811855,22.0,17.7,169.07
2018-05-13 09:00:00,beijing_grid_262,28.7,981.4141875,23.0,16.78,170.12
2018-05-13 10:00:00,beijing_grid_262,30.0,981.262432755,23.0,13.26,170.14
2018-05-13 11:00:00,beijing_grid_262,29.68,981.407297169,24.0,8.68,169.32
2018-05-13 12:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 13:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 14:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 15:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 16:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 17:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 18:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 19:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 20:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 21:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 22:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-13 23:00:00,beijing_grid_262,29.02,981.810390625,25.0,5.04,168.59
2018-05-11 00:00:00,beijing_grid_263,20.0,990.4274,46.0,5.37,65.18
2018-05-11 01:00:00,beijing_grid_263,20.0,990.4546,41.0,5.28,96.2
2018-05-11 02:00:00,beijing_grid_263,20.0,990.2617,35.0,6.99,126.36
2018-05-11 03:00:00,beijing_grid_263,21.0,988.279,31.0,9.39,145.04
2018-05-11 04:00:00,beijing_grid_263,21.0,987.4887,31.0,14.17,164.39
2018-05-11 05:00:00,beijing_grid_263,21.0,986.5922,31.0,14.49,158.55
2018-05-11 06:00:00,beijing_grid_263,21.0,986.3474,32.0,13.69,155.42
2018-05-11 07:00:00,beijing_grid_263,21.0,985.7382,32.0,11.86,158.71
2018-05-11 08:00:00,beijing_grid_263,21.0,986.9094,32.0,10.4,164.81
2018-05-11 09:00:00,beijing_grid_263,22.0,985.2321,33.0,7.57,173.96
2018-05-11 10:00:00,beijing_grid_263,21.0,992.5212,44.0,7.3,178.77
2018-05-11 11:00:00,beijing_grid_263,21.0,986.0897,49.0,5.9,173.93
2018-05-11 12:00:00,beijing_grid_263,21.0,986.1782,51.0,5.12,164.63
2018-05-11 13:00:00,beijing_grid_263,20.33,986.475671872,54.0,4.59,152.44
2018-05-11 14:00:00,beijing_grid_263,17.67,986.834225736,58.0,4.38,137.86
2018-05-11 15:00:00,beijing_grid_263,19.0,987.047828125,61.0,4.63,122.16
2018-05-11 16:00:00,beijing_grid_263,19.33,986.968227937,64.0,5.36,108.63
2018-05-11 17:00:00,beijing_grid_263,18.67,986.67815353,66.0,6.17,99.65
2018-05-11 18:00:00,beijing_grid_263,18.0,986.318078125,69.0,6.51,94.18
2018-05-11 19:00:00,beijing_grid_263,17.0,986.003305152,72.0,6.04,90.77
2018-05-11 20:00:00,beijing_grid_263,17.0,985.748458871,74.0,5.12,88.89
2018-05-11 21:00:00,beijing_grid_263,16.0,985.54299375,76.0,4.3,89.76
2018-05-11 22:00:00,beijing_grid_263,18.0,985.376403653,74.0,4.04,95.25
2018-05-11 23:00:00,beijing_grid_263,19.1,985.238340035,70.0,4.29,104.84
2018-05-12 00:00:00,beijing_grid_263,20.2,985.11849375,65.0,4.92,116.53
2018-05-12 01:00:00,beijing_grid_263,22.7,984.980895745,60.0,5.89,128.63
2018-05-12 02:00:00,beijing_grid_263,24.8,984.686937352,54.0,7.21,138.47
2018-05-12 03:00:00,beijing_grid_263,26.5,984.07235,48.0,8.81,144.89
2018-05-12 04:00:00,beijing_grid_263,27.4,983.049005381,43.0,10.47,148.14
2018-05-12 05:00:00,beijing_grid_263,28.4,981.833336249,39.0,11.62,149.05
2018-05-12 06:00:00,beijing_grid_263,28.8,980.717915625,38.0,11.68,147.97
2018-05-12 07:00:00,beijing_grid_263,28.9,979.933013171,41.0,10.31,144.87
2018-05-12 08:00:00,beijing_grid_263,29.0,979.459685127,46.0,8.14,142.59
2018-05-12 09:00:00,beijing_grid_263,29.0,979.216684375,50.0,5.97,150.15
2018-05-12 10:00:00,beijing_grid_263,28.8,979.138711726,53.0,5.34,180.32
2018-05-12 11:00:00,beijing_grid_263,27.3,979.224259701,54.0,6.87,208.04
2018-05-12 12:00:00,beijing_grid_263,24.96,979.48776875,54.0,8.23,222.74
2018-05-12 13:00:00,beijing_grid_263,23.6,979.916834255,53.0,7.65,234.82
2018-05-12 14:00:00,beijing_grid_263,22.25,980.391671324,52.0,5.6,248.84
2018-05-12 15:00:00,beijing_grid_263,20.49,980.76565,52.0,2.68,266.2
2018-05-12 16:00:00,beijing_grid_263,18.97,980.934490839,54.0,1.0,78.05
2018-05-12 17:00:00,beijing_grid_263,17.7,980.963316461,57.0,4.45,93.15
2018-05-12 18:00:00,beijing_grid_263,16.7,980.9596,63.0,6.24,94.89
2018-05-12 19:00:00,beijing_grid_263,16.57,981.010782943,69.0,5.31,89.16
2018-05-12 20:00:00,beijing_grid_263,16.6,981.124180192,73.0,3.06,66.25
2018-05-12 21:00:00,beijing_grid_263,16.72,981.287075,73.0,2.32,7.12
2018-05-12 22:00:00,beijing_grid_263,16.87,981.481983869,65.0,2.92,340.64
2018-05-12 23:00:00,beijing_grid_263,18.4,981.67235629,53.0,2.6,335.66
2018-05-13 00:00:00,beijing_grid_263,17.0,981.816875,41.0,1.11,335.38
2018-05-13 01:00:00,beijing_grid_263,20.55,981.870255539,33.0,1.42,161.46
2018-05-13 02:00:00,beijing_grid_263,21.54,981.771344649,28.0,4.47,162.0
2018-05-13 03:00:00,beijing_grid_263,22.49,981.455021875,24.0,7.42,163.84
2018-05-13 04:00:00,beijing_grid_263,23.44,980.884570713,22.0,9.85,166.23
2018-05-13 05:00:00,beijing_grid_263,24.4,980.136890462,21.0,11.98,168.32
2018-05-13 06:00:00,beijing_grid_263,25.38,979.317284375,20.0,14.18,169.37
2018-05-13 07:00:00,beijing_grid_263,26.7,978.530374458,20.0,16.54,169.18
2018-05-13 08:00:00,beijing_grid_263,31.0,977.878057739,21.0,18.04,168.39
2018-05-13 09:00:00,beijing_grid_263,29.6,977.46155,23.0,17.38,167.36
2018-05-13 10:00:00,beijing_grid_263,30.75,977.35706502,24.0,13.83,165.85
2018-05-13 11:00:00,beijing_grid_263,30.16,977.540808559,26.0,9.01,162.84
